game_id,name,genre_name,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
103331,Trover Saves the Universe,Puzzle,9,1,75.8000,5,79.9056,16
103331,Trover Saves the Universe,Adventure,9,1,75.8000,5,79.9056,16
103331,Trover Saves the Universe,Indie,9,1,75.8000,5,79.9056,16
572,ArmA 2,Shooter,26,NULL,0.0000,4,76.8659,49
572,ArmA 2,Simulator,26,NULL,0.0000,4,76.8659,49
572,ArmA 2,Strategy,26,NULL,0.0000,4,76.8659,49
1040,Alice: Madness Returns,Platform,56,NULL,72.4000,8,72.7148,173
1040,Alice: Madness Returns,Adventure,56,NULL,72.4000,8,72.7148,173
18860,Beat Cop,Puzzle,10,1,70.0000,9,68.8691,22
18860,Beat Cop,Simulator,10,1,70.0000,9,68.8691,22
18860,Beat Cop,Adventure,10,1,70.0000,9,68.8691,22
18860,Beat Cop,Indie,10,1,70.0000,9,68.8691,22
10049,Black Mirror III: Final Fear,Adventure,6,NULL,NULL,NULL,75.5122,19
26968,Cayne,Adventure,11,NULL,NULL,NULL,55.9253,19
26968,Cayne,Indie,11,NULL,NULL,NULL,55.9253,19
135400,Minecraft,Simulator,16,NULL,NULL,NULL,78.1965,25
135400,Minecraft,Adventure,16,NULL,NULL,NULL,78.1965,25
135400,Minecraft,Arcade,16,NULL,NULL,NULL,78.1965,25
1369,Company of Heroes 2,Simulator,35,NULL,77.7273,12,79.9413,67
1369,Company of Heroes 2,Strategy,35,NULL,77.7273,12,79.9413,67
482,Silent Hill 3,Puzzle,98,NULL,88.0000,4,83.7094,257
482,Silent Hill 3,Adventure,98,NULL,88.0000,4,83.7094,257
12579,Danganronpa V3: Killing Harmony,Adventure,48,10,87.6154,14,89.7223,111
8426,Cognition: An Erica Reed Thriller,Adventure,5,NULL,72.0000,0,79.5780,17
8426,Cognition: An Erica Reed Thriller,Indie,5,NULL,72.0000,0,79.5780,17
536,Dead Island,Shooter,124,1,69.8750,13,70.7698,371
1667,Panzer Dragoon,Shooter,1,NULL,NULL,NULL,70.3708,16
241,Counter-Strike,Shooter,113,NULL,70.0000,2,84.0214,409
16957,Counter-Strike Nexon: Studio,Shooter,3,NULL,NULL,NULL,29.6497,12
8190,Defense Grid: The Awakening,Simulator,12,NULL,86.0000,2,65.5316,30
8190,Defense Grid: The Awakening,Strategy,12,NULL,86.0000,2,65.5316,30
8190,Defense Grid: The Awakening,Indie,12,NULL,86.0000,2,65.5316,30
4113,Tenchu: Stealth Assassins,Adventure,17,NULL,NULL,NULL,79.7690,43
33049,Mandagon,Platform,2,NULL,NULL,NULL,64.3063,14
33049,Mandagon,Adventure,2,NULL,NULL,NULL,64.3063,14
33049,Mandagon,Indie,2,NULL,NULL,NULL,64.3063,14
1833,Dead Island: Riptide,Shooter,34,NULL,63.6364,12,67.6083,88
1833,Dead Island: Riptide,Role-playing (RPG),34,NULL,63.6364,12,67.6083,88
7576,Drakan: Order of the Flame,Role-playing (RPG),5,1,NULL,NULL,89.3011,10
7576,Drakan: Order of the Flame,Adventure,5,1,NULL,NULL,89.3011,10
192,Maniac Mansion,Adventure,30,NULL,90.0000,1,87.4606,83
4115,Syphon Filter,Shooter,26,NULL,90.0000,1,78.5114,75
4116,Syphon Filter 2,Shooter,24,NULL,NULL,NULL,79.6946,57
15547,Apocalypse,Shooter,3,NULL,NULL,NULL,60.8022,12
18978,Table Top Racing: World Tour,Indie,10,NULL,40.0000,1,60.6848,22
8070,Eldritch,Shooter,2,NULL,80.6667,3,60.7710,19
8070,Eldritch,Role-playing (RPG),2,NULL,80.6667,3,60.7710,19
8070,Eldritch,Adventure,2,NULL,80.6667,3,60.7710,19
8070,Eldritch,Indie,2,NULL,80.6667,3,60.7710,19
26789,The Devil on G-String,Simulator,6,NULL,NULL,NULL,81.5713,18
26789,The Devil on G-String,Adventure,6,NULL,NULL,NULL,81.5713,18
3480,Earthworm Jim,Shooter,32,NULL,75.5000,2,76.7276,140
3480,Earthworm Jim,Platform,32,NULL,75.5000,2,76.7276,140
3480,Earthworm Jim,Adventure,32,NULL,75.5000,2,76.7276,140
983,Tom Clancy's H.A.W.X,Shooter,11,NULL,73.8333,9,72.6070,36
983,Tom Clancy's H.A.W.X,Simulator,11,NULL,73.8333,9,72.6070,36
9101,Hand of Fate,Role-playing (RPG),21,NULL,82.6000,5,72.6321,49
9101,Hand of Fate,Strategy,21,NULL,82.6000,5,72.6321,49
9101,Hand of Fate,Adventure,21,NULL,82.6000,5,72.6321,49
9101,Hand of Fate,Indie,21,NULL,82.6000,5,72.6321,49
18645,Hand of Fate 2,Role-playing (RPG),18,7,76.0909,13,69.8722,15
18645,Hand of Fate 2,Adventure,18,7,76.0909,13,69.8722,15
18645,Hand of Fate 2,Indie,18,7,76.0909,13,69.8722,15
3101,Wasteland 2,Role-playing (RPG),35,5,77.5000,12,70.6637,64
3101,Wasteland 2,Strategy,35,5,77.5000,12,70.6637,64
3101,Wasteland 2,Adventure,35,5,77.5000,12,70.6637,64
3101,Wasteland 2,Indie,35,5,77.5000,12,70.6637,64
20046,Wasteland 2: Director's Cut,Role-playing (RPG),7,NULL,79.7333,17,80.6565,22
20046,Wasteland 2: Director's Cut,Strategy,7,NULL,79.7333,17,80.6565,22
20046,Wasteland 2: Director's Cut,Adventure,7,NULL,79.7333,17,80.6565,22
20046,Wasteland 2: Director's Cut,Indie,7,NULL,79.7333,17,80.6565,22
3098,Giana Sisters: Twisted Dreams,Platform,12,NULL,78.5000,4,77.3561,27
3098,Giana Sisters: Twisted Dreams,Puzzle,12,NULL,78.5000,4,77.3561,27
3098,Giana Sisters: Twisted Dreams,Adventure,12,NULL,78.5000,4,77.3561,27
3098,Giana Sisters: Twisted Dreams,Indie,12,NULL,78.5000,4,77.3561,27
1831,The Walking Dead: Survival Instinct,Shooter,10,NULL,30.0000,2,30.3555,30
325,Hellgate: London,Shooter,14,NULL,70.0000,3,79.7683,39
325,Hellgate: London,Role-playing (RPG),14,NULL,70.0000,3,79.7683,39
2037,Hearts of Iron II,Strategy,5,NULL,84.0000,2,89.0585,14
95340,PUBG Mobile,Shooter,36,NULL,87.0000,1,58.3427,71
95340,PUBG Mobile,Strategy,36,NULL,87.0000,1,58.3427,71
15490,Shiness: The Lightning Kingdom,Role-playing (RPG),7,2,67.6667,12,80.0000,2
15490,Shiness: The Lightning Kingdom,Adventure,7,2,67.6667,12,80.0000,2
15490,Shiness: The Lightning Kingdom,Indie,7,2,67.6667,12,80.0000,2
25812,Lost Ember,Adventure,16,15,80.0000,4,84.4829,21
25812,Lost Ember,Indie,16,15,80.0000,4,84.4829,21
2025,Mount & Blade: Warband,Shooter,98,1,68.6000,6,86.2577,240
2025,Mount & Blade: Warband,Role-playing (RPG),98,1,68.6000,6,86.2577,240
2025,Mount & Blade: Warband,Simulator,98,1,68.6000,6,86.2577,240
2025,Mount & Blade: Warband,Strategy,98,1,68.6000,6,86.2577,240
1050,Hitman: Codename 47,Shooter,70,NULL,60.0000,2,75.4347,206
1050,Hitman: Codename 47,Adventure,70,NULL,60.0000,2,75.4347,206
3193,Need for Speed: Most Wanted,Adventure,101,1,84.7368,17,74.6089,272
12571,Nioh,Role-playing (RPG),116,22,87.6364,27,79.8886,118
7201,Supreme Commander 2,Strategy,10,NULL,73.0000,7,72.8286,23
96,Need for Speed: Underground,Simulator,194,NULL,76.5000,2,84.0416,556
323,The 7th Guest,Puzzle,5,NULL,NULL,NULL,72.9462,17
323,The 7th Guest,Adventure,5,NULL,NULL,NULL,72.9462,17
1055,Red Orchestra 2: Heroes of Stalingrad,Shooter,13,NULL,NULL,NULL,70.6659,39
1055,Red Orchestra 2: Heroes of Stalingrad,Simulator,13,NULL,NULL,NULL,70.6659,39
1055,Red Orchestra 2: Heroes of Stalingrad,Strategy,13,NULL,NULL,NULL,70.6659,39
13197,Redout,Arcade,7,NULL,73.7500,4,67.3505,11
18158,Ultimate Chicken Horse,Platform,10,NULL,79.4000,5,77.6235,53
18158,Ultimate Chicken Horse,Indie,10,NULL,79.4000,5,77.6235,53
18158,Ultimate Chicken Horse,Arcade,10,NULL,79.4000,5,77.6235,53
18930,Tokyo 42,Shooter,18,7,68.5000,12,60.0000,2
18930,Tokyo 42,Adventure,18,7,68.5000,12,60.0000,2
18930,Tokyo 42,Indie,18,7,68.5000,12,60.0000,2
11577,Satellite Reign,Strategy,14,NULL,81.6667,4,83.0823,11
11577,Satellite Reign,Indie,14,NULL,81.6667,4,83.0823,11
6952,Damnation,Shooter,4,NULL,50.0000,4,64.9523,11
6952,Damnation,Adventure,4,NULL,50.0000,4,64.9523,11
7033,SpellForce 2: Shadow Wars,Role-playing (RPG),9,NULL,88.3333,3,75.1237,21
7033,SpellForce 2: Shadow Wars,Strategy,9,NULL,88.3333,3,75.1237,21
163,Star Wars: Rogue Squadron,Shooter,21,NULL,NULL,NULL,79.1359,83
163,Star Wars: Rogue Squadron,Simulator,21,NULL,NULL,NULL,79.1359,83
12815,Stories: The Path of Destinies,Role-playing (RPG),20,1,70.7500,9,69.3087,64
12815,Stories: The Path of Destinies,Adventure,20,1,70.7500,9,69.3087,64
12815,Stories: The Path of Destinies,Indie,20,1,70.7500,9,69.3087,64
5542,Tesla Effect: A Tex Murphy Adventure,Adventure,6,3,68.5000,3,78.6341,15
5542,Tesla Effect: A Tex Murphy Adventure,Indie,6,3,68.5000,3,78.6341,15
2972,The Lord of the Rings: The Fellowship of the Ring,Adventure,12,NULL,50.7500,4,55.1909,46
20283,Kingdom Hearts Final Mix,Role-playing (RPG),4,NULL,NULL,NULL,71.9938,31
415,Final Fantasy: Mystic Quest,Role-playing (RPG),9,NULL,NULL,NULL,76.9837,33
415,Final Fantasy: Mystic Quest,Adventure,9,NULL,NULL,NULL,76.9837,33
1359,Secret of Evermore,Role-playing (RPG),12,NULL,NULL,NULL,80.6452,24
23345,Life is Feudal: Forest Village,Simulator,13,NULL,NULL,NULL,74.3454,15
23345,Life is Feudal: Forest Village,Strategy,13,NULL,NULL,NULL,74.3454,15
23345,Life is Feudal: Forest Village,Indie,13,NULL,NULL,NULL,74.3454,15
1349,The Bouncer,Role-playing (RPG),5,NULL,NULL,NULL,40.4333,13
3018,Unepic,Platform,14,NULL,67.5000,4,70.5657,26
3018,Unepic,Role-playing (RPG),14,NULL,67.5000,4,70.5657,26
3018,Unepic,Adventure,14,NULL,67.5000,4,70.5657,26
3018,Unepic,Indie,14,NULL,67.5000,4,70.5657,26
3018,Unepic,Arcade,14,NULL,67.5000,4,70.5657,26
636,Clive Barker's Undying,Shooter,27,NULL,NULL,NULL,82.6313,57
636,Clive Barker's Undying,Puzzle,27,NULL,NULL,NULL,82.6313,57
636,Clive Barker's Undying,Adventure,27,NULL,NULL,NULL,82.6313,57
2740,Krusty's Fun House,Platform,1,NULL,NULL,NULL,65.9350,12
2740,Krusty's Fun House,Puzzle,1,NULL,NULL,NULL,65.9350,12
1502,Front Mission 3,Role-playing (RPG),7,NULL,NULL,NULL,80.7336,21
1502,Front Mission 3,Strategy,7,NULL,NULL,NULL,80.7336,21
9014,Quadrilateral Cowboy,Puzzle,8,1,84.2308,16,88.2178,13
9014,Quadrilateral Cowboy,Adventure,8,1,84.2308,16,88.2178,13
9014,Quadrilateral Cowboy,Indie,8,1,84.2308,16,88.2178,13
3273,The Void,Adventure,7,NULL,80.0000,2,79.5088,20
3273,The Void,Indie,7,NULL,80.0000,2,79.5088,20
597,America's Army,Shooter,2,NULL,60.0000,1,70.0123,10
9424,SkyDrift,Indie,2,NULL,75.0000,3,74.2435,11
9508,Boiling Point: Road to Hell,Shooter,1,NULL,70.0000,2,56.9045,10
9508,Boiling Point: Road to Hell,Role-playing (RPG),1,NULL,70.0000,2,56.9045,10
4603,Lode Runner,Platform,9,NULL,80.0000,2,76.8771,39
4603,Lode Runner,Puzzle,9,NULL,80.0000,2,76.8771,39
48135,Mario is Missing!,Puzzle,NULL,NULL,NULL,NULL,20.6472,13
48135,Mario is Missing!,Strategy,NULL,NULL,NULL,NULL,20.6472,13
48135,Mario is Missing!,Adventure,NULL,NULL,NULL,NULL,20.6472,13
3197,Shining Force II,Role-playing (RPG),6,NULL,NULL,NULL,86.1309,32
3197,Shining Force II,Strategy,6,NULL,NULL,NULL,86.1309,32
9964,Alien Breed: Impact,Shooter,4,NULL,60.0000,1,65.2422,10
9964,Alien Breed: Impact,Arcade,4,NULL,60.0000,1,65.2422,10
28403,ISS Pro Evolution,Sport,3,NULL,NULL,NULL,70.7203,15
406,Final Fantasy IV Advance,Role-playing (RPG),6,NULL,77.5000,2,80.7624,14
406,Final Fantasy IV Advance,Adventure,6,NULL,77.5000,2,80.7624,14
450,Operation Flashpoint: Red River,Shooter,12,NULL,65.2500,6,69.8768,17
450,Operation Flashpoint: Red River,Simulator,12,NULL,65.2500,6,69.8768,17
450,Operation Flashpoint: Red River,Strategy,12,NULL,65.2500,6,69.8768,17
115899,ScourgeBringer,Shooter,4,NULL,72.5000,3,69.9726,10
115899,ScourgeBringer,Platform,4,NULL,72.5000,3,69.9726,10
115899,ScourgeBringer,Adventure,4,NULL,72.5000,3,69.9726,10
115899,ScourgeBringer,Indie,4,NULL,72.5000,3,69.9726,10
115899,ScourgeBringer,Arcade,4,NULL,72.5000,3,69.9726,10
77378,Super Mario All-Stars + Super Mario World,Platform,4,NULL,NULL,NULL,95.5350,15
2955,Elite: Dangerous,Shooter,68,3,81.9524,22,80.3089,106
2955,Elite: Dangerous,Role-playing (RPG),68,3,81.9524,22,80.3089,106
2955,Elite: Dangerous,Simulator,68,3,81.9524,22,80.3089,106
2955,Elite: Dangerous,Strategy,68,3,81.9524,22,80.3089,106
2955,Elite: Dangerous,Adventure,68,3,81.9524,22,80.3089,106
2955,Elite: Dangerous,Indie,68,3,81.9524,22,80.3089,106
13686,Kingdom: Classic,Simulator,23,NULL,70.0000,3,69.3788,54
13686,Kingdom: Classic,Strategy,23,NULL,70.0000,3,69.3788,54
13686,Kingdom: Classic,Adventure,23,NULL,70.0000,3,69.3788,54
13686,Kingdom: Classic,Indie,23,NULL,70.0000,3,69.3788,54
37140,Metroid: Samus Returns,Platform,31,1,87.7143,16,81.5108,76
37140,Metroid: Samus Returns,Adventure,31,1,87.7143,16,81.5108,76
38045,Dream Daddy: A Dad Dating Simulator,Simulator,8,NULL,71.2500,5,74.0379,12
38045,Dream Daddy: A Dad Dating Simulator,Adventure,8,NULL,71.2500,5,74.0379,12
38045,Dream Daddy: A Dad Dating Simulator,Indie,8,NULL,71.2500,5,74.0379,12
941,World in Conflict,Strategy,12,NULL,94.0000,5,79.7638,37
612,Beneath a Steel Sky,Adventure,30,NULL,NULL,NULL,76.7638,67
612,Beneath a Steel Sky,Indie,30,NULL,NULL,NULL,76.7638,67
89929,Uncharted: The Nathan Drake Collection - Special Edition,Adventure,3,NULL,NULL,NULL,89.9954,10
9700,Higurashi: When They Cry,Adventure,9,NULL,90.0000,4,89.8168,21
109457,New Super Mario Bros. U Deluxe,Platform,6,2,82.7778,11,70.9837,33
3440,Army Men: Sarge's Heroes,Shooter,2,NULL,NULL,NULL,72.5095,25
82117,Two Point Hospital,Simulator,26,7,86.9000,11,79.3526,69
82117,Two Point Hospital,Strategy,26,7,86.9000,11,79.3526,69
82117,Two Point Hospital,Indie,26,7,86.9000,11,79.3526,69
152480,Madden NFL 22,Simulator,NULL,NULL,67.8750,10,NULL,NULL
152480,Madden NFL 22,Sport,NULL,NULL,67.8750,10,NULL,NULL
152480,Madden NFL 22,Strategy,NULL,NULL,67.8750,10,NULL,NULL
13561,Digimon World: Next Order,Role-playing (RPG),9,2,70.9000,11,67.4187,12
13561,Digimon World: Next Order,Adventure,9,2,70.9000,11,67.4187,12
37057,Griftlands,Role-playing (RPG),14,11,83.5000,2,87.4327,16
37057,Griftlands,Indie,14,11,83.5000,2,87.4327,16
6822,Pac-Land,Platform,2,NULL,NULL,NULL,69.9305,13
6822,Pac-Land,Puzzle,2,NULL,NULL,NULL,69.9305,13
6822,Pac-Land,Adventure,2,NULL,NULL,NULL,69.9305,13
6822,Pac-Land,Arcade,2,NULL,NULL,NULL,69.9305,13
2255,Mario Strikers Charged,Sport,9,NULL,75.0000,3,72.5338,51
8684,Doki-Doki Universe,Simulator,4,NULL,74.0000,7,63.8754,11
8684,Doki-Doki Universe,Adventure,4,NULL,74.0000,7,63.8754,11
6739,Black Mesa,Shooter,95,7,87.6667,3,90.6589,215
6739,Black Mesa,Platform,95,7,87.6667,3,90.6589,215
6739,Black Mesa,Adventure,95,7,87.6667,3,90.6589,215
6739,Black Mesa,Indie,95,7,87.6667,3,90.6589,215
9618,Sword Art Online: Hollow Fragment,Role-playing (RPG),9,NULL,60.0000,10,73.3333,6
58630,Animal Crossing: Pocket Camp,Role-playing (RPG),9,NULL,77.5000,3,65.2752,38
58630,Animal Crossing: Pocket Camp,Simulator,9,NULL,77.5000,3,65.2752,38
1718,Mega Man 5,Platform,12,NULL,NULL,NULL,78.0236,68
1718,Mega Man 5,Adventure,12,NULL,NULL,NULL,78.0236,68
1718,Mega Man 5,Arcade,12,NULL,NULL,NULL,78.0236,68
1468,Sin & Punishment: Star Successor,Shooter,7,NULL,82.3333,9,83.3762,18
84,Baldur's Gate: Dark Alliance II,Role-playing (RPG),14,NULL,76.0000,3,77.3271,33
84,Baldur's Gate: Dark Alliance II,Adventure,14,NULL,76.0000,3,77.3271,33
35577,Spooky's Jump Scare Mansion,Adventure,8,NULL,NULL,NULL,69.2082,18
35577,Spooky's Jump Scare Mansion,Indie,8,NULL,NULL,NULL,69.2082,18
13179,The Misadventures of P.B. Winterbottom,Platform,6,NULL,81.3333,4,70.7097,15
13179,The Misadventures of P.B. Winterbottom,Puzzle,6,NULL,81.3333,4,70.7097,15
13179,The Misadventures of P.B. Winterbottom,Adventure,6,NULL,81.3333,4,70.7097,15
13179,The Misadventures of P.B. Winterbottom,Indie,6,NULL,81.3333,4,70.7097,15
13179,The Misadventures of P.B. Winterbottom,Arcade,6,NULL,81.3333,4,70.7097,15
6456,Beautiful Katamari,Puzzle,2,NULL,80.0000,3,88.7841,12
6456,Beautiful Katamari,Adventure,2,NULL,80.0000,3,88.7841,12
1866,Killzone 2,Shooter,40,NULL,90.2500,10,78.1532,112
5602,Overgrowth,Adventure,19,8,50.8000,7,50.6613,11
5602,Overgrowth,Indie,19,8,50.8000,7,50.6613,11
2905,Divinity: Dragon Commander,Role-playing (RPG),5,NULL,75.0000,4,69.5265,10
2905,Divinity: Dragon Commander,Strategy,5,NULL,75.0000,4,69.5265,10
11398,Dead Synchronicity: Tomorrow Comes Today,Adventure,11,NULL,73.2500,4,79.6852,19
11398,Dead Synchronicity: Tomorrow Comes Today,Indie,11,NULL,73.2500,4,79.6852,19
14946,Crayon Physics Deluxe,Puzzle,8,NULL,70.0000,2,70.4626,21
14946,Crayon Physics Deluxe,Indie,8,NULL,70.0000,2,70.4626,21
9067,StarCraft 64,Strategy,NULL,NULL,NULL,NULL,86.5964,10
45143,The Legend of Zelda: Four Swords - Anniversary Edition,Adventure,3,NULL,NULL,NULL,69.8087,13
16880,Tower of Guns,Shooter,5,NULL,68.0000,7,56.4580,17
16880,Tower of Guns,Indie,5,NULL,68.0000,7,56.4580,17
119207,Aquapark.io,Indie,64,NULL,NULL,NULL,75.2608,55
540,Disney Universe,Platform,2,NULL,64.6667,6,62.1965,14
540,Disney Universe,Adventure,2,NULL,64.6667,6,62.1965,14
660,Darkstone,Role-playing (RPG),4,NULL,NULL,NULL,62.8385,13
19686,Resident Evil 2,Shooter,123,46,92.8333,16,87.8358,557
19686,Resident Evil 2,Adventure,123,46,92.8333,16,87.8358,557
18916,The Goonies II,Shooter,3,NULL,NULL,NULL,67.4784,13
18916,The Goonies II,Platform,3,NULL,NULL,NULL,67.4784,13
18916,The Goonies II,Adventure,3,NULL,NULL,NULL,67.4784,13
12517,Undertale,Role-playing (RPG),358,NULL,96.3846,16,87.5433,1093
12517,Undertale,Adventure,358,NULL,96.3846,16,87.5433,1093
12517,Undertale,Indie,358,NULL,96.3846,16,87.5433,1093
9071,Hydlide,Role-playing (RPG),2,NULL,NULL,NULL,54.9007,11
27891,SimCity 4: Deluxe Edition,Simulator,6,NULL,NULL,NULL,75.8189,14
27891,SimCity 4: Deluxe Edition,Strategy,6,NULL,NULL,NULL,75.8189,14
3348,Glover,Platform,1,NULL,NULL,NULL,68.6384,14
6801,Far Cry 4,Shooter,322,17,86.4211,22,75.8617,733
6801,Far Cry 4,Adventure,322,17,86.4211,22,75.8617,733
8342,Mortyr 2093-1944,Shooter,3,NULL,NULL,NULL,59.5236,10
1014,APB Reloaded,Shooter,7,NULL,60.4000,6,62.4794,18
1014,APB Reloaded,Adventure,7,NULL,60.4000,6,62.4794,18
27192,My Memory of Us,Platform,3,1,70.2500,5,73.3859,10
27192,My Memory of Us,Puzzle,3,1,70.2500,5,73.3859,10
27192,My Memory of Us,Adventure,3,1,70.2500,5,73.3859,10
27192,My Memory of Us,Indie,3,1,70.2500,5,73.3859,10
96275,The Stillness of the Wind,Simulator,4,1,60.0000,2,63.3761,10
96275,The Stillness of the Wind,Adventure,4,1,60.0000,2,63.3761,10
96275,The Stillness of the Wind,Indie,4,1,60.0000,2,63.3761,10
1336,Contract J.A.C.K.,Shooter,4,NULL,55.0000,1,67.7955,10
18614,Stikbold! A Dodgeball Adventure,Sport,2,NULL,70.6000,6,70.5577,13
18614,Stikbold! A Dodgeball Adventure,Adventure,2,NULL,70.6000,6,70.5577,13
18614,Stikbold! A Dodgeball Adventure,Indie,2,NULL,70.6000,6,70.5577,13
4497,Star Control,Strategy,3,NULL,NULL,NULL,81.9556,10
6094,Choplifter,Shooter,2,NULL,NULL,NULL,67.8555,13
6094,Choplifter,Arcade,2,NULL,NULL,NULL,67.8555,13
3340,Paper Mario,Platform,69,NULL,90.0000,1,87.2522,162
3340,Paper Mario,Role-playing (RPG),69,NULL,90.0000,1,87.2522,162
3340,Paper Mario,Strategy,69,NULL,90.0000,1,87.2522,162
3340,Paper Mario,Adventure,69,NULL,90.0000,1,87.2522,162
4759,Divekick,Indie,3,NULL,61.6667,5,66.0891,18
1577,Spyro 2: Ripto's Rage!,Platform,39,NULL,NULL,NULL,80.9520,135
1577,Spyro 2: Ripto's Rage!,Adventure,39,NULL,NULL,NULL,80.9520,135
22775,Super Exploding Zoo,Puzzle,2,NULL,NULL,NULL,66.0426,10
37095,Moss,Platform,18,2,83.5714,9,80.8384,25
37095,Moss,Puzzle,18,2,83.5714,9,80.8384,25
37095,Moss,Adventure,18,2,83.5714,9,80.8384,25
135789,Townscaper,Puzzle,6,1,80.0000,1,66.0961,13
135789,Townscaper,Simulator,6,1,80.0000,1,66.0961,13
135789,Townscaper,Indie,6,1,80.0000,1,66.0961,13
8168,Tecmo Bowl,Sport,9,NULL,70.0000,1,75.3083,20
19261,Sonic Rush Adventure,Platform,6,NULL,79.3333,3,75.3991,25
3725,Kirby's Return to Dream Land,Platform,12,NULL,86.5000,4,89.8201,34
3725,Kirby's Return to Dream Land,Adventure,12,NULL,86.5000,4,89.8201,34
3013,FireFall,Shooter,7,NULL,59.0000,4,70.0863,13
3013,FireFall,Role-playing (RPG),7,NULL,59.0000,4,70.0863,13
3013,FireFall,Adventure,7,NULL,59.0000,4,70.0863,13
135381,Pokémon Unite,Strategy,22,1,75.0000,2,71.0511,21
27011,Serious Sam 4,Shooter,8,12,72.4444,11,60.1374,14
27011,Serious Sam 4,Adventure,8,12,72.4444,11,60.1374,14
27011,Serious Sam 4,Indie,8,12,72.4444,11,60.1374,14
19262,Sonic Rivals 2,Platform,2,NULL,70.0000,2,40.1362,10
7556,You Have to Win the Game,Shooter,3,NULL,NULL,NULL,70.1084,11
7556,You Have to Win the Game,Platform,3,NULL,NULL,NULL,70.1084,11
7556,You Have to Win the Game,Adventure,3,NULL,NULL,NULL,70.1084,11
7556,You Have to Win the Game,Indie,3,NULL,NULL,NULL,70.1084,11
857,Serious Sam: The First Encounter,Shooter,80,1,83.3333,3,79.9876,183
857,Serious Sam: The First Encounter,Indie,80,1,83.3333,3,79.9876,183
13180,Serious Sam HD: The First Encounter,Shooter,15,NULL,74.0000,3,76.1635,46
13180,Serious Sam HD: The First Encounter,Indie,15,NULL,74.0000,3,76.1635,46
7641,Teslagrad,Platform,13,NULL,79.3333,7,73.0283,40
7641,Teslagrad,Puzzle,13,NULL,79.3333,7,73.0283,40
7641,Teslagrad,Adventure,13,NULL,79.3333,7,73.0283,40
7641,Teslagrad,Indie,13,NULL,79.3333,7,73.0283,40
1100,Donkey Kong Country Returns,Platform,47,NULL,86.0000,9,82.0128,138
1100,Donkey Kong Country Returns,Adventure,47,NULL,86.0000,9,82.0128,138
18227,Shin Megami Tensei: Digital Devil Saga,Role-playing (RPG),12,NULL,76.6667,3,80.6124,21
7467,Tokyo Jungle,Role-playing (RPG),6,NULL,72.1429,8,77.4430,17
7467,Tokyo Jungle,Simulator,6,NULL,72.1429,8,77.4430,17
7467,Tokyo Jungle,Strategy,6,NULL,72.1429,8,77.4430,17
7467,Tokyo Jungle,Adventure,6,NULL,72.1429,8,77.4430,17
9418,Back to Bed,Platform,4,NULL,72.0000,1,68.0296,22
9418,Back to Bed,Puzzle,4,NULL,72.0000,1,68.0296,22
9418,Back to Bed,Strategy,4,NULL,72.0000,1,68.0296,22
9418,Back to Bed,Adventure,4,NULL,72.0000,1,68.0296,22
9418,Back to Bed,Indie,4,NULL,72.0000,1,68.0296,22
8722,Soldat,Shooter,8,NULL,NULL,NULL,83.4299,16
8722,Soldat,Indie,8,NULL,NULL,NULL,83.4299,16
3889,Donkey Konga,Simulator,3,NULL,60.0000,1,70.8194,18
29116,Unreal Gold,Shooter,10,NULL,NULL,NULL,73.6457,11
29116,Unreal Gold,Platform,10,NULL,NULL,NULL,73.6457,11
111130,Apsulov: End of Gods,Adventure,8,1,NULL,NULL,62.9496,10
111130,Apsulov: End of Gods,Indie,8,1,NULL,NULL,62.9496,10
1352,Journey,Platform,296,NULL,93.8571,15,86.4174,779
1352,Journey,Adventure,296,NULL,93.8571,15,86.4174,779
1352,Journey,Indie,296,NULL,93.8571,15,86.4174,779
27441,Wargroove,Strategy,15,6,84.6667,9,74.5025,36
27441,Wargroove,Indie,15,6,84.6667,9,74.5025,36
2035,Angry Birds,Puzzle,36,NULL,75.0000,2,74.3532,151
2035,Angry Birds,Strategy,36,NULL,75.0000,2,74.3532,151
2035,Angry Birds,Indie,36,NULL,75.0000,2,74.3532,151
8407,International Karate,Sport,2,NULL,NULL,NULL,84.1016,11
28101,The Legend of Heroes: Trails in the Sky the 3rd,Role-playing (RPG),9,NULL,85.0000,2,80.3305,19
28101,The Legend of Heroes: Trails in the Sky the 3rd,Strategy,9,NULL,85.0000,2,80.3305,19
2437,Prince of Persia: The Two Thrones,Platform,117,NULL,80.0000,4,80.4991,311
2437,Prince of Persia: The Two Thrones,Adventure,117,NULL,80.0000,4,80.4991,311
6146,Stranglehold,Shooter,9,NULL,80.2500,6,72.2360,46
5626,Forced,Role-playing (RPG),3,1,78.7500,4,87.2604,10
5626,Forced,Adventure,3,1,78.7500,4,87.2604,10
5626,Forced,Indie,3,1,78.7500,4,87.2604,10
28086,Railway Empire,Simulator,16,4,85.0000,3,78.4355,23
28086,Railway Empire,Strategy,16,4,85.0000,3,78.4355,23
6072,Styx: Master of Shadows,Role-playing (RPG),32,2,74.2222,9,73.4105,53
6072,Styx: Master of Shadows,Strategy,32,2,74.2222,9,73.4105,53
6072,Styx: Master of Shadows,Adventure,32,2,74.2222,9,73.4105,53
109532,Assassin's Creed III Remastered,Role-playing (RPG),20,1,80.0000,1,77.7950,39
109532,Assassin's Creed III Remastered,Strategy,20,1,80.0000,1,77.7950,39
