game_id,name,platform_name,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
113102,Sundered: Eldritch Edition,Nintendo Switch,5,NULL,NULL,NULL,60.3224,13
4625,Wild Gunman,Arcade,6,NULL,29.0000,1,60.7141,21
9154,Shadow of the Ninja,Nintendo Switch,2,NULL,NULL,NULL,79.9753,13
17994,Hard Reset: Redux,PC (Microsoft Windows),4,NULL,72.0000,5,60.0007,14
17994,Hard Reset: Redux,PlayStation 4,4,NULL,72.0000,5,60.0007,14
17994,Hard Reset: Redux,Xbox One,4,NULL,72.0000,5,60.0007,14
7038,The King of Fighters XIII,PlayStation 3,10,NULL,79.0000,5,79.1846,40
7038,The King of Fighters XIII,Arcade,10,NULL,79.0000,5,79.1846,40
16347,Noitu Love 2: Devolution,PC (Microsoft Windows),3,NULL,81.0000,1,69.1163,10
11060,Hexcells Plus,Linux,5,NULL,NULL,NULL,72.2169,17
11060,Hexcells Plus,PC (Microsoft Windows),5,NULL,NULL,NULL,72.2169,17
11060,Hexcells Plus,Mac,5,NULL,NULL,NULL,72.2169,17
23377,Resident Evil: Director's Cut,PlayStation 3,3,NULL,80.0000,1,79.9785,29
24482,Nidhogg 2,PC (Microsoft Windows),8,NULL,76.8824,21,71.1591,15
24482,Nidhogg 2,Mac,8,NULL,76.8824,21,71.1591,15
24482,Nidhogg 2,PlayStation 4,8,NULL,76.8824,21,71.1591,15
24482,Nidhogg 2,Xbox One,8,NULL,76.8824,21,71.1591,15
24482,Nidhogg 2,Nintendo Switch,8,NULL,76.8824,21,71.1591,15
5519,Cannon Fodder,Linux,13,NULL,NULL,NULL,83.3135,41
5519,Cannon Fodder,PC (Microsoft Windows),13,NULL,NULL,NULL,83.3135,41
5519,Cannon Fodder,Mac,13,NULL,NULL,NULL,83.3135,41
11563,Sherlock Holmes: The Devil's Daughter,PC (Microsoft Windows),41,6,67.3750,10,73.7872,64
11563,Sherlock Holmes: The Devil's Daughter,PlayStation 4,41,6,67.3750,10,73.7872,64
11563,Sherlock Holmes: The Devil's Daughter,Xbox One,41,6,67.3750,10,73.7872,64
11563,Sherlock Holmes: The Devil's Daughter,Nintendo Switch,41,6,67.3750,10,73.7872,64
23954,Assassin's Creed: The Ezio Collection,PlayStation 4,28,NULL,69.7143,8,89.5757,30
23954,Assassin's Creed: The Ezio Collection,Xbox One,28,NULL,69.7143,8,89.5757,30
18282,Monster World IV,PlayStation 3,1,NULL,NULL,NULL,82.5220,12
65,The Secret of Monkey Island: Special Edition,PC (Microsoft Windows),43,NULL,80.0000,4,85.7131,97
65,The Secret of Monkey Island: Special Edition,PlayStation 3,43,NULL,80.0000,4,85.7131,97
65,The Secret of Monkey Island: Special Edition,Mac,43,NULL,80.0000,4,85.7131,97
65,The Secret of Monkey Island: Special Edition,iOS,43,NULL,80.0000,4,85.7131,97
1404,Metal Slug,Linux,39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,PC (Microsoft Windows),39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,Mac,39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,Android,39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,iOS,39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,Arcade,39,NULL,NULL,NULL,81.3427,175
1404,Metal Slug,Nintendo Switch,39,NULL,NULL,NULL,81.3427,175
27867,Unavowed,PC (Microsoft Windows),10,5,79.0000,5,86.8154,28
27867,Unavowed,Mac,10,5,79.0000,5,86.8154,28
27867,Unavowed,Nintendo Switch,10,5,79.0000,5,86.8154,28
989,Halo 3: ODST,PC (Microsoft Windows),72,NULL,77.6667,8,74.9931,256
989,Halo 3: ODST,Xbox One,72,NULL,77.6667,8,74.9931,256
818,NHL 98,PC (Microsoft Windows),2,NULL,NULL,NULL,79.2370,13
11122,ToeJam & Earl: Back in the Groove,Linux,7,6,69.5000,13,80.0000,3
11122,ToeJam & Earl: Back in the Groove,PC (Microsoft Windows),7,6,69.5000,13,80.0000,3
11122,ToeJam & Earl: Back in the Groove,Mac,7,6,69.5000,13,80.0000,3
11122,ToeJam & Earl: Back in the Groove,PlayStation 4,7,6,69.5000,13,80.0000,3
11122,ToeJam & Earl: Back in the Groove,Xbox One,7,6,69.5000,13,80.0000,3
11122,ToeJam & Earl: Back in the Groove,Nintendo Switch,7,6,69.5000,13,80.0000,3
1817,Dragon Quest VI: Realms of Revelation,Android,8,NULL,83.0000,4,75.5400,16
1817,Dragon Quest VI: Realms of Revelation,iOS,8,NULL,83.0000,4,75.5400,16
17112,Creativerse,PC (Microsoft Windows),6,NULL,80.0000,1,74.7699,11
17112,Creativerse,Mac,6,NULL,80.0000,1,74.7699,11
3561,NHL 99,PC (Microsoft Windows),1,NULL,NULL,NULL,69.9813,14
11460,Titan Attacks!,Linux,6,NULL,73.0000,2,67.0532,15
11460,Titan Attacks!,PC (Microsoft Windows),6,NULL,73.0000,2,67.0532,15
11460,Titan Attacks!,PlayStation 3,6,NULL,73.0000,2,67.0532,15
11460,Titan Attacks!,Mac,6,NULL,73.0000,2,67.0532,15
11460,Titan Attacks!,PlayStation 4,6,NULL,73.0000,2,67.0532,15
4546,WWF WrestleMania: The Arcade Game,PC (Microsoft Windows),2,NULL,NULL,NULL,31.0069,12
4546,WWF WrestleMania: The Arcade Game,Arcade,2,NULL,NULL,NULL,31.0069,12
18831,Bad Dudes,Arcade,NULL,NULL,NULL,NULL,69.7328,13
741,Hearts of Iron III,PC (Microsoft Windows),8,NULL,80.0000,1,90.4631,20
741,Hearts of Iron III,Mac,8,NULL,80.0000,1,90.4631,20
18937,Atomic Punk,Arcade,8,NULL,NULL,NULL,75.9106,10
9918,LEGO Jurassic World,PC (Microsoft Windows),23,2,72.8125,19,76.5900,50
9918,LEGO Jurassic World,PlayStation 3,23,2,72.8125,19,76.5900,50
9918,LEGO Jurassic World,iOS,23,2,72.8125,19,76.5900,50
9918,LEGO Jurassic World,PlayStation 4,23,2,72.8125,19,76.5900,50
9918,LEGO Jurassic World,Xbox One,23,2,72.8125,19,76.5900,50
9918,LEGO Jurassic World,Nintendo Switch,23,2,72.8125,19,76.5900,50
6781,STARWHAL,Linux,8,NULL,70.0000,2,54.6728,16
6781,STARWHAL,PC (Microsoft Windows),8,NULL,70.0000,2,54.6728,16
6781,STARWHAL,PlayStation 3,8,NULL,70.0000,2,54.6728,16
6781,STARWHAL,Mac,8,NULL,70.0000,2,54.6728,16
6781,STARWHAL,PlayStation 4,8,NULL,70.0000,2,54.6728,16
6781,STARWHAL,Xbox One,8,NULL,70.0000,2,54.6728,16
8644,Assault Android Cactus,Linux,5,NULL,82.1818,12,72.5927,16
8644,Assault Android Cactus,PC (Microsoft Windows),5,NULL,82.1818,12,72.5927,16
8644,Assault Android Cactus,Mac,5,NULL,82.1818,12,72.5927,16
8644,Assault Android Cactus,PlayStation 4,5,NULL,82.1818,12,72.5927,16
8644,Assault Android Cactus,Xbox One,5,NULL,82.1818,12,72.5927,16
7436,Temple Run 2,Android,8,NULL,85.0000,2,72.0050,34
7436,Temple Run 2,iOS,8,NULL,85.0000,2,72.0050,34
5352,After Burner II,Arcade,3,NULL,NULL,NULL,71.5771,10
28722,Crysis 2: Maximum Edition,PC (Microsoft Windows),2,NULL,NULL,NULL,70.2578,14
7960,Angry Video Game Nerd Adventures,PC (Microsoft Windows),7,NULL,76.6667,3,60.6892,19
21972,"The Secret Monster Society: Chapter 1 - Monsters, Fires and Forbidden Forests",PC (Microsoft Windows),10,NULL,NULL,NULL,85.1176,12
21972,"The Secret Monster Society: Chapter 1 - Monsters, Fires and Forbidden Forests",Mac,10,NULL,NULL,NULL,85.1176,12
11069,LEGO Marvel's Avengers,PC (Microsoft Windows),21,2,67.5882,19,60.2521,41
11069,LEGO Marvel's Avengers,PlayStation 3,21,2,67.5882,19,60.2521,41
11069,LEGO Marvel's Avengers,Mac,21,2,67.5882,19,60.2521,41
11069,LEGO Marvel's Avengers,PlayStation 4,21,2,67.5882,19,60.2521,41
11069,LEGO Marvel's Avengers,Xbox One,21,2,67.5882,19,60.2521,41
14326,Lovely Planet,Linux,3,NULL,76.6667,3,60.1375,12
14326,Lovely Planet,PC (Microsoft Windows),3,NULL,76.6667,3,60.1375,12
14326,Lovely Planet,Mac,3,NULL,76.6667,3,60.1375,12
14326,Lovely Planet,PlayStation 4,3,NULL,76.6667,3,60.1375,12
14326,Lovely Planet,Xbox One,3,NULL,76.6667,3,60.1375,12
9374,Pix the Cat,Linux,1,NULL,61.4000,6,60.4560,10
9374,Pix the Cat,PC (Microsoft Windows),1,NULL,61.4000,6,60.4560,10
9374,Pix the Cat,Mac,1,NULL,61.4000,6,60.4560,10
9374,Pix the Cat,PlayStation 4,1,NULL,61.4000,6,60.4560,10
9374,Pix the Cat,Nintendo Switch,1,NULL,61.4000,6,60.4560,10
8750,N++,Linux,7,NULL,82.8000,11,94.9584,20
8750,N++,PC (Microsoft Windows),7,NULL,82.8000,11,94.9584,20
8750,N++,Mac,7,NULL,82.8000,11,94.9584,20
8750,N++,PlayStation 4,7,NULL,82.8000,11,94.9584,20
8750,N++,Xbox One,7,NULL,82.8000,11,94.9584,20
8750,N++,Nintendo Switch,7,NULL,82.8000,11,94.9584,20
8109,The Pink Panther: Hokus Pokus Pink,PC (Microsoft Windows),4,NULL,NULL,NULL,71.3751,11
6076,1943: The Battle of Midway,Arcade,NULL,NULL,NULL,NULL,56.8424,24
9547,The Fall,Linux,19,NULL,77.5000,3,78.2704,42
9547,The Fall,PC (Microsoft Windows),19,NULL,77.5000,3,78.2704,42
9547,The Fall,Mac,19,NULL,77.5000,3,78.2704,42
9547,The Fall,PlayStation 4,19,NULL,77.5000,3,78.2704,42
9547,The Fall,Xbox One,19,NULL,77.5000,3,78.2704,42
9547,The Fall,Nintendo Switch,19,NULL,77.5000,3,78.2704,42
981,Rayman Origins,PC (Microsoft Windows),115,NULL,89.3750,9,82.6415,281
981,Rayman Origins,PlayStation 3,115,NULL,89.3750,9,82.6415,281
981,Rayman Origins,Mac,115,NULL,89.3750,9,82.6415,281
5333,Strider,PC (Microsoft Windows),20,NULL,78.0625,16,72.5517,47
5333,Strider,PlayStation 3,20,NULL,78.0625,16,72.5517,47
5333,Strider,PlayStation 4,20,NULL,78.0625,16,72.5517,47
5333,Strider,Xbox One,20,NULL,78.0625,16,72.5517,47
19489,Leo's Fortune,PC (Microsoft Windows),4,NULL,74.0000,7,70.3502,11
19489,Leo's Fortune,Mac,4,NULL,74.0000,7,70.3502,11
19489,Leo's Fortune,Android,4,NULL,74.0000,7,70.3502,11
19489,Leo's Fortune,iOS,4,NULL,74.0000,7,70.3502,11
19489,Leo's Fortune,PlayStation 4,4,NULL,74.0000,7,70.3502,11
19489,Leo's Fortune,Xbox One,4,NULL,74.0000,7,70.3502,11
9823,Disciples III: Reincarnation,PC (Microsoft Windows),1,NULL,NULL,NULL,74.6183,12
210,Star Wars: The Clone Wars - Republic Heroes,PC (Microsoft Windows),5,NULL,41.6667,5,47.3151,14
210,Star Wars: The Clone Wars - Republic Heroes,PlayStation 3,5,NULL,41.6667,5,47.3151,14
20752,Heretic II,Linux,5,NULL,NULL,NULL,77.3726,14
20752,Heretic II,PC (Microsoft Windows),5,NULL,NULL,NULL,77.3726,14
20752,Heretic II,Mac,5,NULL,NULL,NULL,77.3726,14
5379,Ecco: The Tides of Time,Linux,2,NULL,NULL,NULL,70.0112,14
2050,LEGO Marvel Super Heroes,PC (Microsoft Windows),52,NULL,84.6316,20,78.7592,132
2050,LEGO Marvel Super Heroes,PlayStation 3,52,NULL,84.6316,20,78.7592,132
2050,LEGO Marvel Super Heroes,Mac,52,NULL,84.6316,20,78.7592,132
2050,LEGO Marvel Super Heroes,PlayStation 4,52,NULL,84.6316,20,78.7592,132
2050,LEGO Marvel Super Heroes,Xbox One,52,NULL,84.6316,20,78.7592,132
2050,LEGO Marvel Super Heroes,Nintendo Switch,52,NULL,84.6316,20,78.7592,132
12510,Renowned Explorers: International Society,Linux,3,NULL,80.0000,3,79.6955,13
12510,Renowned Explorers: International Society,PC (Microsoft Windows),3,NULL,80.0000,3,79.6955,13
12510,Renowned Explorers: International Society,Mac,3,NULL,80.0000,3,79.6955,13
11219,Sonic the Hedgehog 3 & Knuckles,PC (Microsoft Windows),36,NULL,NULL,NULL,89.6313,91
8063,Retro City Rampage,PC (Microsoft Windows),9,NULL,72.5000,6,68.9980,16
8063,Retro City Rampage,PlayStation 3,9,NULL,72.5000,6,68.9980,16
532,Hard Reset,PC (Microsoft Windows),17,NULL,69.5000,5,68.1837,45
20048,Darksiders II: Deathinitive Edition,PC (Microsoft Windows),34,NULL,74.9167,13,74.9918,51
20048,Darksiders II: Deathinitive Edition,PlayStation 4,34,NULL,74.9167,13,74.9918,51
20048,Darksiders II: Deathinitive Edition,Xbox One,34,NULL,74.9167,13,74.9918,51
20048,Darksiders II: Deathinitive Edition,Nintendo Switch,34,NULL,74.9167,13,74.9918,51
433,The Chronicles of Riddick: Assault on Dark Athena,PC (Microsoft Windows),28,NULL,80.8333,8,81.0079,52
433,The Chronicles of Riddick: Assault on Dark Athena,PlayStation 3,28,NULL,80.8333,8,81.0079,52
433,The Chronicles of Riddick: Assault on Dark Athena,Mac,28,NULL,80.8333,8,81.0079,52
6940,The Club,PC (Microsoft Windows),6,NULL,73.6000,6,50.8600,15
6940,The Club,PlayStation 3,6,NULL,73.6000,6,50.8600,15
2213,BioForge,PC (Microsoft Windows),3,NULL,NULL,NULL,71.0951,11
4769,The Conduit,Android,4,NULL,70.0000,7,69.9275,12
9930,Civilization: Call to Power,Linux,2,NULL,67.0000,1,62.2852,10
9930,Civilization: Call to Power,PC (Microsoft Windows),2,NULL,67.0000,1,62.2852,10
9930,Civilization: Call to Power,Mac,2,NULL,67.0000,1,62.2852,10
8773,Homeworld: Remastered Collection,PC (Microsoft Windows),36,2,87.5000,5,94.7018,49
120176,Teamfight Tactics,PC (Microsoft Windows),8,NULL,NULL,NULL,76.9466,43
120176,Teamfight Tactics,Mac,8,NULL,NULL,NULL,76.9466,43
120176,Teamfight Tactics,Android,8,NULL,NULL,NULL,76.9466,43
120176,Teamfight Tactics,iOS,8,NULL,NULL,NULL,76.9466,43
124701,Legends of Runeterra,PC (Microsoft Windows),7,2,83.0000,3,80.2930,35
124701,Legends of Runeterra,Android,7,2,83.0000,3,80.2930,35
124701,Legends of Runeterra,iOS,7,2,83.0000,3,80.2930,35
3043,Dungeon Defenders,Linux,12,NULL,77.5000,5,70.8162,41
3043,Dungeon Defenders,PC (Microsoft Windows),12,NULL,77.5000,5,70.8162,41
3043,Dungeon Defenders,PlayStation 3,12,NULL,77.5000,5,70.8162,41
3043,Dungeon Defenders,Mac,12,NULL,77.5000,5,70.8162,41
3043,Dungeon Defenders,Android,12,NULL,77.5000,5,70.8162,41
3043,Dungeon Defenders,iOS,12,NULL,77.5000,5,70.8162,41
9242,Bionic Commando,Arcade,2,NULL,75.0000,0,61.3464,13
4609,BurgerTime,Arcade,3,NULL,NULL,NULL,76.9087,27
148397,Muck,Linux,5,NULL,NULL,NULL,60.3714,16
148397,Muck,PC (Microsoft Windows),5,NULL,NULL,NULL,60.3714,16
148397,Muck,Mac,5,NULL,NULL,NULL,60.3714,16
283,Theme Park,Mac,14,NULL,79.0000,2,68.7469,66
544,The Darkness II,PC (Microsoft Windows),77,NULL,76.6364,11,77.0496,162
544,The Darkness II,PlayStation 3,77,NULL,76.6364,11,77.0496,162
16657,UnderRail,PC (Microsoft Windows),4,NULL,75.0000,2,76.5723,10
2177,LEGO City Undercover,PC (Microsoft Windows),19,NULL,77.0000,24,73.5269,37
2177,LEGO City Undercover,PlayStation 4,19,NULL,77.0000,24,73.5269,37
2177,LEGO City Undercover,Xbox One,19,NULL,77.0000,24,73.5269,37
2177,LEGO City Undercover,Nintendo Switch,19,NULL,77.0000,24,73.5269,37
4601,Hogan's Alley,Arcade,5,NULL,NULL,NULL,59.9113,24
10253,Dungeons & Dragons: Shadow over Mystara,PC (Microsoft Windows),6,NULL,75.0000,2,80.8400,19
10253,Dungeons & Dragons: Shadow over Mystara,Arcade,6,NULL,75.0000,2,80.8400,19
17354,Only If,Linux,20,NULL,80.0000,1,67.9351,15
17354,Only If,PC (Microsoft Windows),20,NULL,80.0000,1,67.9351,15
17354,Only If,Mac,20,NULL,80.0000,1,67.9351,15
1907,Grim Dawn,PC (Microsoft Windows),50,16,82.0000,4,73.6472,119
37419,Dude Simulator,PC (Microsoft Windows),109,NULL,NULL,NULL,77.4797,29
1289,Ratchet & Clank,PlayStation 3,82,NULL,80.0000,2,82.0753,195
4606,Tiger Heli,Arcade,NULL,NULL,NULL,NULL,65.5429,11
2475,Temple Run,Android,11,NULL,70.0000,1,73.0747,32
2475,Temple Run,iOS,11,NULL,70.0000,1,73.0747,32
754,IL-2 Sturmovik,PC (Microsoft Windows),6,NULL,NULL,NULL,76.8081,11
10635,Crossy Road,PC (Microsoft Windows),5,NULL,80.0000,1,67.9327,28
10635,Crossy Road,Android,5,NULL,80.0000,1,67.9327,28
10635,Crossy Road,iOS,5,NULL,80.0000,1,67.9327,28
28729,Doodle Jump,Android,4,NULL,NULL,NULL,69.8098,22
28729,Doodle Jump,iOS,4,NULL,NULL,NULL,69.8098,22
7100,Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation 3,14,NULL,77.0000,5,70.6055,43
7280,Bleach: Soul Resurrección,PlayStation 3,6,1,60.3333,4,65.9542,11
1873,Defender of the Crown,Mac,3,NULL,NULL,NULL,70.5770,20
1873,Defender of the Crown,iOS,3,NULL,NULL,NULL,70.5770,20
111,Amnesia: The Dark Descent,Linux,171,NULL,89.0000,3,79.0494,327
111,Amnesia: The Dark Descent,PC (Microsoft Windows),171,NULL,89.0000,3,79.0494,327
111,Amnesia: The Dark Descent,Mac,171,NULL,89.0000,3,79.0494,327
111,Amnesia: The Dark Descent,PlayStation 4,171,NULL,89.0000,3,79.0494,327
111,Amnesia: The Dark Descent,Xbox One,171,NULL,89.0000,3,79.0494,327
27732,Yonder: The Cloud Catcher Chronicles,PC (Microsoft Windows),17,1,68.3000,13,79.3607,15
27732,Yonder: The Cloud Catcher Chronicles,PlayStation 4,17,1,68.3000,13,79.3607,15
27732,Yonder: The Cloud Catcher Chronicles,Xbox One,17,1,68.3000,13,79.3607,15
27732,Yonder: The Cloud Catcher Chronicles,Nintendo Switch,17,1,68.3000,13,79.3607,15
61,Monkey Island 2: LeChuck's Revenge,Mac,169,NULL,NULL,NULL,90.0752,395
51485,Super Fancy Pants Adventure,PC (Microsoft Windows),25,NULL,NULL,NULL,89.5587,16
51485,Super Fancy Pants Adventure,Mac,25,NULL,NULL,NULL,89.5587,16
51485,Super Fancy Pants Adventure,Android,25,NULL,NULL,NULL,89.5587,16
51485,Super Fancy Pants Adventure,iOS,25,NULL,NULL,NULL,89.5587,16
207,The Dig,Linux,37,NULL,45.0000,1,85.2658,77
207,The Dig,PC (Microsoft Windows),37,NULL,45.0000,1,85.2658,77
207,The Dig,Mac,37,NULL,45.0000,1,85.2658,77
11367,Anna's Quest,Linux,8,NULL,65.0000,2,69.5496,15
11367,Anna's Quest,PC (Microsoft Windows),8,NULL,65.0000,2,69.5496,15
11367,Anna's Quest,Mac,8,NULL,65.0000,2,69.5496,15
11367,Anna's Quest,PlayStation 4,8,NULL,65.0000,2,69.5496,15
11367,Anna's Quest,Xbox One,8,NULL,65.0000,2,69.5496,15
11367,Anna's Quest,Nintendo Switch,8,NULL,65.0000,2,69.5496,15
6701,Edna & Harvey: Harvey's New Eyes,Linux,14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,PC (Microsoft Windows),14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,Mac,14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,iOS,14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,PlayStation 4,14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,Xbox One,14,NULL,63.3333,3,87.0121,25
6701,Edna & Harvey: Harvey's New Eyes,Nintendo Switch,14,NULL,63.3333,3,87.0121,25
999,Oddworld: Abe's Oddysee,PC (Microsoft Windows),64,NULL,100.0000,1,82.5936,165
999,Oddworld: Abe's Oddysee,PlayStation 3,64,NULL,100.0000,1,82.5936,165
5552,Oddworld: New 'n' Tasty,Linux,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,PC (Microsoft Windows),38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,PlayStation 3,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,Mac,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,iOS,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,PlayStation 4,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,Xbox One,38,3,81.0000,12,80.2495,48
5552,Oddworld: New 'n' Tasty,Nintendo Switch,38,3,81.0000,12,80.2495,48
26848,Shovel Knight: Treasure Trove,Linux,50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,PC (Microsoft Windows),50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,PlayStation 3,50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,Mac,50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,PlayStation 4,50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,Xbox One,50,1,90.0000,1,85.2789,93
26848,Shovel Knight: Treasure Trove,Nintendo Switch,50,1,90.0000,1,85.2789,93
30225,Kenshi,PC (Microsoft Windows),5,3,84.0000,1,79.3003,24
26766,Xenoblade Chronicles 2,Nintendo Switch,90,8,85.1429,18,91.2519,106
573,X-Men Origins: Wolverine,PC (Microsoft Windows),34,NULL,71.6667,8,71.3999,99
573,X-Men Origins: Wolverine,PlayStation 3,34,NULL,71.6667,8,71.3999,99
1251,The Beast Within: A Gabriel Knight Mystery,PC (Microsoft Windows),15,NULL,83.0000,1,86.0474,31
1251,The Beast Within: A Gabriel Knight Mystery,Mac,15,NULL,83.0000,1,86.0474,31
9609,Distance,Linux,11,3,90.0000,1,85.0270,14
9609,Distance,PC (Microsoft Windows),11,3,90.0000,1,85.0270,14
9609,Distance,Mac,11,3,90.0000,1,85.0270,14
9609,Distance,PlayStation 4,11,3,90.0000,1,85.0270,14
656,Crusader: No Regret,PC (Microsoft Windows),3,NULL,NULL,NULL,79.6816,10
656,Crusader: No Regret,Mac,3,NULL,NULL,NULL,79.6816,10
11203,GALAK-Z: The Dimensional,Linux,5,NULL,81.5000,12,79.8337,10
11203,GALAK-Z: The Dimensional,PC (Microsoft Windows),5,NULL,81.5000,12,79.8337,10
11203,GALAK-Z: The Dimensional,Mac,5,NULL,81.5000,12,79.8337,10
11203,GALAK-Z: The Dimensional,PlayStation 4,5,NULL,81.5000,12,79.8337,10
2553,MotorStorm,PlayStation 3,12,NULL,85.0000,5,78.6648,34
7859,Gabriel Knight: Sins of the Fathers - 20th Anniversary Edition,PC (Microsoft Windows),4,NULL,88.0000,1,80.1035,14
7859,Gabriel Knight: Sins of the Fathers - 20th Anniversary Edition,Mac,4,NULL,88.0000,1,80.1035,14
5540,Moebius: Empire Rising,Linux,4,2,50.0000,3,79.9801,10
5540,Moebius: Empire Rising,PC (Microsoft Windows),4,2,50.0000,3,79.9801,10
5540,Moebius: Empire Rising,Mac,4,2,50.0000,3,79.9801,10
1250,Gabriel Knight: Sins of the Fathers,PC (Microsoft Windows),27,NULL,NULL,NULL,87.1737,42
1250,Gabriel Knight: Sins of the Fathers,Mac,27,NULL,NULL,NULL,87.1737,42
24428,Sundered,Linux,27,2,79.0909,14,84.5607,20
24428,Sundered,PC (Microsoft Windows),27,2,79.0909,14,84.5607,20
24428,Sundered,Mac,27,2,79.0909,14,84.5607,20
24428,Sundered,PlayStation 4,27,2,79.0909,14,84.5607,20
24428,Sundered,Nintendo Switch,27,2,79.0909,14,84.5607,20
14788,SiN Episodes: Emergence,PC (Microsoft Windows),3,NULL,75.0000,3,71.9599,16
911,Tom Clancy's Splinter Cell: Chaos Theory,PC (Microsoft Windows),97,NULL,77.5714,8,85.1586,224
667,Descent 3,Linux,5,NULL,NULL,NULL,79.9415,10
667,Descent 3,PC (Microsoft Windows),5,NULL,NULL,NULL,79.9415,10
667,Descent 3,Mac,5,NULL,NULL,NULL,79.9415,10
3179,Vietcong 2,PC (Microsoft Windows),NULL,NULL,67.5000,3,72.2951,12
132205,F1 2020,PC (Microsoft Windows),26,NULL,89.5000,5,89.6063,25
132205,F1 2020,PlayStation 4,26,NULL,89.5000,5,89.6063,25
132205,F1 2020,Xbox One,26,NULL,89.5000,5,89.6063,25
18239,Plug & Play,Linux,2,NULL,60.0000,1,58.7664,16
18239,Plug & Play,PC (Microsoft Windows),2,NULL,60.0000,1,58.7664,16
18239,Plug & Play,Mac,2,NULL,60.0000,1,58.7664,16
18239,Plug & Play,Android,2,NULL,60.0000,1,58.7664,16
18239,Plug & Play,iOS,2,NULL,60.0000,1,58.7664,16
10949,Ys Origin,PC (Microsoft Windows),5,NULL,80.2000,11,80.4854,27
10949,Ys Origin,PlayStation 4,5,NULL,80.2000,11,80.4854,27
10949,Ys Origin,Xbox One,5,NULL,80.2000,11,80.4854,27
10949,Ys Origin,Nintendo Switch,5,NULL,80.2000,11,80.4854,27
6836,LEGO Batman 2: DC Super Heroes,PC (Microsoft Windows),36,NULL,80.7000,10,73.3986,82
6836,LEGO Batman 2: DC Super Heroes,PlayStation 3,36,NULL,80.7000,10,73.3986,82
6836,LEGO Batman 2: DC Super Heroes,Mac,36,NULL,80.7000,10,73.3986,82
6836,LEGO Batman 2: DC Super Heroes,Android,36,NULL,80.7000,10,73.3986,82
6836,LEGO Batman 2: DC Super Heroes,iOS,36,NULL,80.7000,10,73.3986,82
6836,LEGO Batman 2: DC Super Heroes,Xbox One,36,NULL,80.7000,10,73.3986,82
6201,TOCA Race Driver 2,PC (Microsoft Windows),8,NULL,85.0000,3,71.4009,15
1918,Injustice: Gods Among Us,PC (Microsoft Windows),86,NULL,80.0000,12,72.6364,226
1918,Injustice: Gods Among Us,PlayStation 3,86,NULL,80.0000,12,72.6364,226
1918,Injustice: Gods Among Us,PlayStation 4,86,NULL,80.0000,12,72.6364,226
6812,Sherlock Holmes: The Silver Earring,PC (Microsoft Windows),3,NULL,NULL,NULL,71.2473,17
907,TOCA Race Driver 3,PC (Microsoft Windows),9,NULL,83.3333,3,70.8246,21
907,TOCA Race Driver 3,Mac,9,NULL,83.3333,3,70.8246,21
2736,Dig Dug II: Trouble in Paradise,Arcade,4,NULL,NULL,NULL,67.8766,15
374,Metal Gear,PC (Microsoft Windows),22,NULL,NULL,NULL,73.9991,95
123902,Murder by Numbers,PC (Microsoft Windows),2,NULL,71.0000,3,77.4492,10
123902,Murder by Numbers,Nintendo Switch,2,NULL,71.0000,3,77.4492,10
5058,NBA 2K13,PC (Microsoft Windows),8,NULL,74.5000,11,77.6251,33
5058,NBA 2K13,PlayStation 3,8,NULL,74.5000,11,77.6251,33
5058,NBA 2K13,Android,8,NULL,74.5000,11,77.6251,33
5058,NBA 2K13,iOS,8,NULL,74.5000,11,77.6251,33
103224,Realm Royale,PC (Microsoft Windows),4,NULL,78.0000,2,63.4391,17
103224,Realm Royale,PlayStation 4,4,NULL,78.0000,2,63.4391,17
103224,Realm Royale,Xbox One,4,NULL,78.0000,2,63.4391,17
103224,Realm Royale,Nintendo Switch,4,NULL,78.0000,2,63.4391,17
